Transaction ID,Date,Product ID,Product Name,Product Type,Quantity Sold,Unit Price,Total Sales Amount,Customer ID,Customer Age,Customer Gender,Customer Location,Payment Method,Discount Applied
T4638,26-10-2019,P045,Vitamin C Serum,Skincare,2,25,50,C4638,39,Male,Los Angeles,Debit Card,5%
T3368,27-10-2019,P048,Hydrocortisone Cream,Medicine,2,5,10,C3368,39,Female,Seattle,Cash,10%
T2533,27-10-2019,P011,Herbal Shampoo,Haircare,5,12,60,C2533,33,Male,New York,Credit Card,5%
T0990,27-10-2019,P033,Foot Cream,Skincare,5,15,75,C0990,32,Female,Seattle,Mobile Payment,15%
T4247,28-10-2019,P034,Hair Growth Serum,Haircare,4,28,112,C4247,49,Male,Denver,Credit Card,15%
T1922,28-10-2019,P001,Pain Relief Capsule,Medicine,2,10,20,C1922,39,Female,Seattle,Mobile Payment,10%
T4056,28-10-2019,P048,Hydrocortisone Cream,Medicine,2,5,10,C4056,56,Female,New York,Mobile Payment,0%
T4375,28-10-2019,P041,Digestive Enzymes,Supplement,1,18,18,C4375,27,Male,San Francisco,Mobile Payment,0%
T1875,29-10-2019,P027,All-Purpose Ointment,Medicine,2,6,12,C1875,28,Male,Chicago,Credit Card,15%
T3641,29-10-2019,P022,Toothpaste,Hygiene,3,4,12,C3641,24,Female,Los Angeles,Debit Card,10%
T1129,30-10-2019,P049,Antifungal Powder,Medicine,4,10,40,C1129,41,Female,Houston,Credit Card,5%
T1499,30-10-2019,P012,Organic Face Wash,Skincare,5,10,50,C1499,34,Male,Houston,Credit Card,5%
T2625,30-10-2019,P021,Hand Sanitizer,Hygiene,1,3,3,C2625,55,Female,Miami,Cash,0%
T2698,30-10-2019,P014,Calcium Tablets,Supplement,2,15,30,C2698,40,Male,Los Angeles,Credit Card,10%
T4273,31-10-2019,P050,Ear Drops,Medicine,2,6,12,C4273,49,Male,San Francisco,Mobile Payment,10%
T1938,01-11-2019,P026,Muscle Relaxant Cream,Medicine,4,25,100,C1938,38,Female,San Francisco,Credit Card,10%
T4754,02-11-2019,P028,Omega-3 Capsules,Supplement,3,22,66,C4754,21,Male,Chicago,Debit Card,0%
T2198,03-11-2019,P021,Hand Sanitizer,Hygiene,5,3,15,C2198,31,Male,Miami,Cash,0%
T4559,03-11-2019,P050,Ear Drops,Medicine,5,6,30,C4559,36,Female,Miami,Debit Card,10%
T0881,03-11-2019,P031,Hydration Powder,Nutrition,4,7,28,C0881,53,Female,Chicago,Cash,0%
T2773,04-11-2019,P013,Probiotic Supplement,Supplement,4,20,80,C2773,43,Male,Miami,Cash,0%
T1549,04-11-2019,P038,Liver Health Supplement,Supplement,2,20,40,C1549,28,Male,Denver,Cash,5%
T0834,05-11-2019,P005,Vitamin D3 Supplement,Supplement,2,12,24,C0834,37,Female,San Francisco,Cash,0%
T0987,05-11-2019,P021,Hand Sanitizer,Hygiene,4,3,12,C0987,30,Male,San Francisco,Debit Card,0%
T2410,05-11-2019,P037,Natural Deodorant,Hygiene,1,9,9,C2410,41,Male,San Francisco,Debit Card,0%
T1800,06-11-2019,P040,Hair Conditioner,Haircare,3,13,39,C1800,31,Male,Miami,Debit Card,0%
T4079,06-11-2019,P049,Antifungal Powder,Medicine,3,10,30,C4079,32,Female,San Francisco,Cash,15%
T4788,07-11-2019,P013,Probiotic Supplement,Supplement,3,20,60,C4788,58,Male,Boston,Cash,5%
T0579,07-11-2019,P008,Fish Oil Capsules,Supplement,5,18,90,C0579,40,Female,Chicago,Mobile Payment,0%
T3646,07-11-2019,P003,Cold Syrup,Medicine,3,8,24,C3646,31,Male,Denver,Credit Card,15%
T4470,08-11-2019,P038,Liver Health Supplement,Supplement,3,20,60,C4470,27,Female,Denver,Mobile Payment,15%
T4477,09-11-2019,P041,Digestive Enzymes,Supplement,3,18,54,C4477,20,Female,Chicago,Mobile Payment,10%
T0298,09-11-2019,P028,Omega-3 Capsules,Supplement,1,22,22,C0298,62,Male,Denver,Mobile Payment,5%
T2956,09-11-2019,P006,Cough Drops,Medicine,3,2.5,7.5,C2956,56,Female,New York,Mobile Payment,10%
T0945,10-11-2019,P017,Anti-Dandruff Shampoo,Haircare,1,14,14,C0945,50,Female,San Francisco,Mobile Payment,5%
T0877,10-11-2019,P022,Toothpaste,Hygiene,5,4,20,C0877,20,Male,Miami,Debit Card,10%
T0337,10-11-2019,P041,Digestive Enzymes,Supplement,5,18,90,C0337,45,Male,Chicago,Mobile Payment,0%
T3226,12-11-2019,P004,Anti-Allergy Cream,Skincare,1,25,25,C3226,58,Male,Houston,Debit Card,15%
T3082,13-11-2019,P027,All-Purpose Ointment,Medicine,2,6,12,C3082,32,Female,Chicago,Debit Card,10%
T4570,15-11-2019,P040,Hair Conditioner,Haircare,1,13,13,C4570,60,Female,Boston,Credit Card,5%
T1197,15-11-2019,P033,Foot Cream,Skincare,4,15,60,C1197,19,Male,Seattle,Debit Card,10%
T2003,16-11-2019,P034,Hair Growth Serum,Haircare,1,28,28,C2003,49,Male,Boston,Debit Card,10%
T2814,16-11-2019,P009,Antibacterial Handwash,Hygiene,3,5,15,C2814,62,Female,Chicago,Debit Card,10%
T3994,16-11-2019,P034,Hair Growth Serum,Haircare,5,28,140,C3994,31,Male,Houston,Cash,5%
T1671,16-11-2019,P011,Herbal Shampoo,Haircare,1,12,12,C1671,51,Male,Houston,Credit Card,0%
T2770,16-11-2019,P028,Omega-3 Capsules,Supplement,1,22,22,C2770,58,Female,Los Angeles,Debit Card,10%
T3414,17-11-2019,P006,Cough Drops,Medicine,2,2.5,5,C3414,22,Female,Houston,Cash,0%
T2090,17-11-2019,P044,Joint Health Tablets,Supplement,1,32,32,C2090,53,Male,Boston,Credit Card,15%
T1323,19-11-2019,P040,Hair Conditioner,Haircare,2,13,26,C1323,54,Female,Miami,Cash,0%
T3450,19-11-2019,P037,Natural Deodorant,Hygiene,5,9,45,C3450,61,Female,Houston,Cash,5%
T2522,20-11-2019,P021,Hand Sanitizer,Hygiene,1,3,3,C2522,29,Male,Los Angeles,Credit Card,5%
T1730,20-11-2019,P023,Acne Treatment Gel,Skincare,3,16,48,C1730,18,Female,San Francisco,Mobile Payment,0%
T0290,20-11-2019,P025,Eye Drops,Medicine,5,12,60,C0290,55,Male,San Francisco,Credit Card,15%
T1893,21-11-2019,P030,Heart Health Supplement,Supplement,3,35,105,C1893,40,Female,Seattle,Cash,0%
T0544,21-11-2019,P010,Lip Balm,Skincare,2,7,14,C0544,41,Male,Seattle,Credit Card,10%
T1392,22-11-2019,P027,All-Purpose Ointment,Medicine,4,6,24,C1392,24,Male,Denver,Mobile Payment,10%
T2934,23-11-2019,P003,Cold Syrup,Medicine,3,8,24,C2934,23,Female,Miami,Mobile Payment,5%
T1275,24-11-2019,P022,Toothpaste,Hygiene,1,4,4,C1275,56,Male,New York,Debit Card,10%
T3196,24-11-2019,P047,Coconut Oil,Haircare,4,12,48,C3196,31,Female,Denver,Cash,15%
T0499,24-11-2019,P026,Muscle Relaxant Cream,Medicine,3,25,75,C0499,42,Female,Denver,Credit Card,0%
T4246,24-11-2019,P018,Moisturizing Lotion,Skincare,1,18,18,C4246,30,Female,Seattle,Debit Card,15%
T3593,26-11-2019,P001,Pain Relief Capsule,Medicine,3,10,30,C3593,36,Male,Seattle,Credit Card,5%
T2779,26-11-2019,P004,Anti-Allergy Cream,Skincare,1,25,25,C2779,59,Female,New York,Debit Card,5%
T0728,26-11-2019,P018,Moisturizing Lotion,Skincare,4,18,72,C0728,44,Female,Houston,Cash,0%
T1037,27-11-2019,P023,Acne Treatment Gel,Skincare,4,16,64,C1037,30,Female,Chicago,Cash,15%
T1431,28-11-2019,P022,Toothpaste,Hygiene,1,4,4,C1431,62,Female,Miami,Credit Card,10%
T1583,28-11-2019,P014,Calcium Tablets,Supplement,3,15,45,C1583,42,Female,Seattle,Mobile Payment,10%
T1004,29-11-2019,P033,Foot Cream,Skincare,2,15,30,C1004,45,Female,Chicago,Debit Card,15%
T2757,29-11-2019,P017,Anti-Dandruff Shampoo,Haircare,2,14,28,C2757,19,Male,San Francisco,Cash,5%
T0674,30-11-2019,P010,Lip Balm,Skincare,1,7,7,C0674,49,Male,Los Angeles,Mobile Payment,5%
T0819,02-12-2019,P010,Lip Balm,Skincare,2,7,14,C0819,27,Male,Denver,Credit Card,5%
T2472,03-12-2019,P002,Multivitamin Tablet,Supplement,4,15,60,C2472,39,Male,New York,Mobile Payment,10%
T1794,04-12-2019,P015,Protein Powder,Nutrition,1,25,25,C1794,60,Female,New York,Credit Card,10%
T4830,04-12-2019,P014,Calcium Tablets,Supplement,3,15,45,C4830,56,Female,Seattle,Mobile Payment,15%
T0582,04-12-2019,P013,Probiotic Supplement,Supplement,2,20,40,C0582,53,Female,Chicago,Mobile Payment,0%
T1091,05-12-2019,P005,Vitamin D3 Supplement,Supplement,4,12,48,C1091,56,Male,Los Angeles,Cash,10%
T2550,05-12-2019,P029,Zinc Supplement,Supplement,2,10,20,C2550,37,Male,Miami,Cash,15%
T2984,05-12-2019,P033,Foot Cream,Skincare,3,15,45,C2984,44,Male,Seattle,Credit Card,10%
T0101,05-12-2019,P003,Cold Syrup,Medicine,2,8,16,C0101,33,Female,Chicago,Mobile Payment,15%
T2825,05-12-2019,P049,Antifungal Powder,Medicine,3,10,30,C2825,62,Male,Los Angeles,Debit Card,5%
T0571,06-12-2019,P040,Hair Conditioner,Haircare,1,13,13,C0571,65,Female,Chicago,Cash,0%
T1290,07-12-2019,P014,Calcium Tablets,Supplement,3,15,45,C1290,64,Male,Houston,Cash,15%
T2718,07-12-2019,P045,Vitamin C Serum,Skincare,4,25,100,C2718,58,Female,Houston,Credit Card,10%
T4210,07-12-2019,P023,Acne Treatment Gel,Skincare,2,16,32,C4210,31,Female,Denver,Debit Card,15%
T1479,08-12-2019,P049,Antifungal Powder,Medicine,1,10,10,C1479,31,Female,Boston,Credit Card,15%
T0698,08-12-2019,P043,Pain Relief Patch,Medicine,2,7,14,C0698,62,Male,New York,Cash,10%
T3489,09-12-2019,P032,Caffeine Pills,Supplement,3,5,15,C3489,46,Female,Houston,Credit Card,0%
T0673,09-12-2019,P001,Pain Relief Capsule,Medicine,4,10,40,C0673,32,Male,Seattle,Credit Card,5%
T0423,09-12-2019,P033,Foot Cream,Skincare,1,15,15,C0423,64,Female,San Francisco,Mobile Payment,15%
T1445,10-12-2019,P043,Pain Relief Patch,Medicine,2,7,14,C1445,61,Female,Denver,Credit Card,10%
T3245,10-12-2019,P027,All-Purpose Ointment,Medicine,1,6,6,C3245,62,Female,New York,Credit Card,5%
T0053,11-12-2019,P039,Nasal Spray,Medicine,4,8,32,C0053,44,Female,San Francisco,Cash,0%
T3258,11-12-2019,P037,Natural Deodorant,Hygiene,3,9,27,C3258,52,Female,Boston,Debit Card,10%
T0437,12-12-2019,P012,Organic Face Wash,Skincare,4,10,40,C0437,63,Male,Los Angeles,Cash,5%
T2765,12-12-2019,P020,Elderberry Syrup,Medicine,2,22,44,C2765,41,Male,Los Angeles,Mobile Payment,10%
T3598,13-12-2019,P035,Anti-Wrinkle Cream,Skincare,1,45,45,C3598,26,Male,San Francisco,Mobile Payment,15%
T2655,14-12-2019,P043,Pain Relief Patch,Medicine,4,7,28,C2655,53,Male,Denver,Cash,5%
T4140,14-12-2019,P003,Cold Syrup,Medicine,4,8,32,C4140,19,Male,Houston,Cash,15%
T0720,14-12-2019,P004,Anti-Allergy Cream,Skincare,5,25,125,C0720,18,Male,Boston,Cash,10%
T4571,14-12-2019,P020,Elderberry Syrup,Medicine,5,22,110,C4571,19,Male,Chicago,Mobile Payment,0%
T0148,15-12-2019,P042,Green Tea Capsules,Supplement,2,10,20,C0148,54,Male,Seattle,Credit Card,5%
T4677,15-12-2019,P021,Hand Sanitizer,Hygiene,1,3,3,C4677,52,Male,Chicago,Credit Card,5%
T2588,15-12-2019,P006,Cough Drops,Medicine,4,2.5,10,C2588,45,Female,Denver,Mobile Payment,10%
T1913,16-12-2019,P034,Hair Growth Serum,Haircare,1,28,28,C1913,41,Male,New York,Mobile Payment,15%
T2804,16-12-2019,P009,Antibacterial Handwash,Hygiene,2,5,10,C2804,34,Male,Miami,Credit Card,15%
T2695,16-12-2019,P013,Probiotic Supplement,Supplement,3,20,60,C2695,40,Female,San Francisco,Cash,15%
T1502,16-12-2019,P019,Aloe Vera Gel,Skincare,3,8,24,C1502,52,Female,Boston,Cash,0%
T2640,17-12-2019,P008,Fish Oil Capsules,Supplement,3,18,54,C2640,47,Female,San Francisco,Credit Card,0%
T4071,17-12-2019,P044,Joint Health Tablets,Supplement,1,32,32,C4071,33,Male,Los Angeles,Cash,5%
T4327,17-12-2019,P045,Vitamin C Serum,Skincare,2,25,50,C4327,23,Female,Chicago,Cash,0%
T0870,18-12-2019,P035,Anti-Wrinkle Cream,Skincare,5,45,225,C0870,57,Female,Miami,Mobile Payment,5%
T3702,19-12-2019,P013,Probiotic Supplement,Supplement,3,20,60,C3702,42,Male,Denver,Mobile Payment,15%
T3409,19-12-2019,P046,Sunblock Cream,Skincare,1,20,20,C3409,57,Male,Houston,Cash,0%
T3017,19-12-2019,P006,Cough Drops,Medicine,4,2.5,10,C3017,26,Female,New York,Credit Card,10%
T4110,21-12-2019,P022,Toothpaste,Hygiene,1,4,4,C4110,36,Female,Chicago,Debit Card,15%
T4466,21-12-2019,P041,Digestive Enzymes,Supplement,1,18,18,C4466,63,Female,Chicago,Credit Card,0%
T4847,22-12-2019,P006,Cough Drops,Medicine,3,2.5,7.5,C4847,39,Male,Miami,Cash,15%
T2787,22-12-2019,P002,Multivitamin Tablet,Supplement,2,15,30,C2787,45,Male,Miami,Credit Card,5%
T3488,23-12-2019,P034,Hair Growth Serum,Haircare,3,28,84,C3488,21,Male,New York,Cash,5%
T1877,23-12-2019,P022,Toothpaste,Hygiene,5,4,20,C1877,25,Female,Boston,Cash,15%
T2754,23-12-2019,P009,Antibacterial Handwash,Hygiene,3,5,15,C2754,24,Male,Boston,Credit Card,5%
T1670,23-12-2019,P017,Anti-Dandruff Shampoo,Haircare,2,14,28,C1670,50,Female,Seattle,Cash,0%
T3147,24-12-2019,P003,Cold Syrup,Medicine,5,8,40,C3147,22,Female,Seattle,Debit Card,15%
T2221,24-12-2019,P033,Foot Cream,Skincare,3,15,45,C2221,45,Male,Los Angeles,Cash,0%
T2218,24-12-2019,P026,Muscle Relaxant Cream,Medicine,1,25,25,C2218,39,Female,Denver,Cash,0%
T2758,26-12-2019,P019,Aloe Vera Gel,Skincare,3,8,24,C2758,53,Female,New York,Cash,5%
T1318,26-12-2019,P010,Lip Balm,Skincare,5,7,35,C1318,35,Male,Denver,Credit Card,10%
T1048,26-12-2019,P020,Elderberry Syrup,Medicine,3,22,66,C1048,56,Male,Seattle,Credit Card,15%
T1308,26-12-2019,P011,Herbal Shampoo,Haircare,3,12,36,C1308,33,Male,Denver,Debit Card,10%
T1117,27-12-2019,P048,Hydrocortisone Cream,Medicine,3,5,15,C1117,52,Female,Seattle,Mobile Payment,0%
T2521,27-12-2019,P049,Antifungal Powder,Medicine,1,10,10,C2521,55,Male,Chicago,Credit Card,0%
T3522,28-12-2019,P004,Anti-Allergy Cream,Skincare,3,25,75,C3522,46,Female,New York,Mobile Payment,10%
T3716,28-12-2019,P022,Toothpaste,Hygiene,2,4,8,C3716,24,Male,Seattle,Cash,15%
T2075,28-12-2019,P039,Nasal Spray,Medicine,2,8,16,C2075,28,Male,Chicago,Cash,0%
T1064,28-12-2019,P034,Hair Growth Serum,Haircare,1,28,28,C1064,34,Male,Miami,Mobile Payment,10%
T3278,28-12-2019,P034,Hair Growth Serum,Haircare,3,28,84,C3278,38,Female,Boston,Cash,10%
T4796,28-12-2019,P036,Tea Tree Oil,Skincare,2,12,24,C4796,37,Male,Boston,Credit Card,15%
T4064,29-12-2019,P049,Antifungal Powder,Medicine,5,10,50,C4064,40,Female,Boston,Credit Card,5%
T4410,29-12-2019,P025,Eye Drops,Medicine,2,12,24,C4410,55,Female,New York,Debit Card,0%
T4886,29-12-2019,P029,Zinc Supplement,Supplement,3,10,30,C4886,28,Male,San Francisco,Credit Card,15%
T4240,30-12-2019,P003,Cold Syrup,Medicine,5,8,40,C4240,34,Male,Boston,Debit Card,0%
T3337,30-12-2019,P006,Cough Drops,Medicine,3,2.5,7.5,C3337,48,Female,Houston,Credit Card,5%
T3933,30-12-2019,P022,Toothpaste,Hygiene,5,4,20,C3933,26,Female,Denver,Cash,10%
T3820,30-12-2019,P042,Green Tea Capsules,Supplement,5,10,50,C3820,39,Male,Miami,Debit Card,5%
T3198,31-12-2019,P022,Toothpaste,Hygiene,4,4,16,C3198,56,Male,Denver,Cash,10%
T3773,01-01-2020,P016,Energy Drink,Beverage,5,5,25,C3773,21,Male,Seattle,Debit Card,10%
T1605,02-01-2020,P017,Anti-Dandruff Shampoo,Haircare,2,14,28,C1605,32,Male,New York,Debit Card,10%
T2089,02-01-2020,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C2089,43,Male,New York,Credit Card,15%
T2967,03-01-2020,P039,Nasal Spray,Medicine,1,8,8,C2967,52,Male,Boston,Cash,5%
T3688,03-01-2020,P011,Herbal Shampoo,Haircare,3,12,36,C3688,52,Female,Boston,Mobile Payment,5%
T3010,05-01-2020,P022,Toothpaste,Hygiene,5,4,20,C3010,36,Male,Seattle,Credit Card,5%
T4569,05-01-2020,P003,Cold Syrup,Medicine,3,8,24,C4569,59,Female,New York,Credit Card,10%
T1951,06-01-2020,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C1951,58,Female,Miami,Credit Card,5%
T3267,06-01-2020,P021,Hand Sanitizer,Hygiene,2,3,6,C3267,18,Female,San Francisco,Debit Card,5%
T3022,06-01-2020,P050,Ear Drops,Medicine,3,6,18,C3022,32,Female,New York,Debit Card,15%
T0245,07-01-2020,P040,Hair Conditioner,Haircare,2,13,26,C0245,35,Male,Los Angeles,Mobile Payment,0%
T1306,07-01-2020,P014,Calcium Tablets,Supplement,1,15,15,C1306,21,Female,San Francisco,Debit Card,10%
T0567,07-01-2020,P040,Hair Conditioner,Haircare,4,13,52,C0567,21,Female,Boston,Debit Card,15%
T0687,08-01-2020,P036,Tea Tree Oil,Skincare,2,12,24,C0687,58,Female,Miami,Credit Card,0%
T3993,08-01-2020,P020,Elderberry Syrup,Medicine,4,22,88,C3993,22,Female,Miami,Debit Card,10%
T3052,09-01-2020,P031,Hydration Powder,Nutrition,5,7,35,C3052,22,Male,Boston,Mobile Payment,15%
T0001,11-01-2020,P007,Diabetic Test Strips,Medical Equipment,4,50,200,C0001,39,Male,Boston,Debit Card,10%
T0336,11-01-2020,P022,Toothpaste,Hygiene,1,4,4,C0336,24,Male,Chicago,Mobile Payment,15%
T1316,11-01-2020,P039,Nasal Spray,Medicine,4,8,32,C1316,39,Female,Chicago,Cash,10%
T0857,12-01-2020,P001,Pain Relief Capsule,Medicine,3,10,30,C0857,30,Female,Seattle,Debit Card,15%
T1548,12-01-2020,P043,Pain Relief Patch,Medicine,3,7,21,C1548,18,Male,New York,Mobile Payment,10%
T1259,12-01-2020,P011,Herbal Shampoo,Haircare,4,12,48,C1259,56,Male,New York,Mobile Payment,0%
T4637,13-01-2020,P022,Toothpaste,Hygiene,5,4,20,C4637,37,Female,Houston,Debit Card,5%
T0902,14-01-2020,P046,Sunblock Cream,Skincare,3,20,60,C0902,49,Female,Chicago,Cash,10%
T0818,14-01-2020,P003,Cold Syrup,Medicine,2,8,16,C0818,41,Female,San Francisco,Credit Card,10%
T4153,14-01-2020,P036,Tea Tree Oil,Skincare,4,12,48,C4153,18,Male,Los Angeles,Debit Card,10%
T1292,14-01-2020,P039,Nasal Spray,Medicine,4,8,32,C1292,49,Female,Seattle,Credit Card,5%
T2005,15-01-2020,P001,Pain Relief Capsule,Medicine,4,10,40,C2005,59,Female,Los Angeles,Mobile Payment,5%
T2713,15-01-2020,P036,Tea Tree Oil,Skincare,2,12,24,C2713,41,Male,New York,Mobile Payment,0%
T0091,15-01-2020,P032,Caffeine Pills,Supplement,3,5,15,C0091,60,Male,Los Angeles,Mobile Payment,10%
T1132,16-01-2020,P047,Coconut Oil,Haircare,1,12,12,C1132,58,Male,Houston,Mobile Payment,5%
T3541,17-01-2020,P035,Anti-Wrinkle Cream,Skincare,3,45,135,C3541,63,Male,Denver,Cash,10%
T1868,18-01-2020,P033,Foot Cream,Skincare,3,15,45,C1868,61,Female,Los Angeles,Cash,15%
T1525,18-01-2020,P044,Joint Health Tablets,Supplement,2,32,64,C1525,54,Male,Chicago,Cash,5%
T1802,18-01-2020,P045,Vitamin C Serum,Skincare,3,25,75,C1802,37,Male,Chicago,Mobile Payment,15%
T1375,19-01-2020,P003,Cold Syrup,Medicine,5,8,40,C1375,56,Male,Seattle,Credit Card,15%
T4088,19-01-2020,P022,Toothpaste,Hygiene,3,4,12,C4088,60,Male,Seattle,Credit Card,15%
T2284,20-01-2020,P044,Joint Health Tablets,Supplement,5,32,160,C2284,44,Male,Chicago,Cash,10%
T0921,21-01-2020,P031,Hydration Powder,Nutrition,3,7,21,C0921,36,Female,Miami,Mobile Payment,15%
T0379,21-01-2020,P050,Ear Drops,Medicine,3,6,18,C0379,45,Male,Los Angeles,Mobile Payment,10%
T4185,22-01-2020,P028,Omega-3 Capsules,Supplement,1,22,22,C4185,43,Female,Boston,Credit Card,10%
T3755,22-01-2020,P032,Caffeine Pills,Supplement,2,5,10,C3755,43,Male,New York,Credit Card,0%
T2732,22-01-2020,P047,Coconut Oil,Haircare,3,12,36,C2732,26,Female,Miami,Cash,5%
T4163,22-01-2020,P001,Pain Relief Capsule,Medicine,3,10,30,C4163,33,Male,Boston,Mobile Payment,10%
T1473,23-01-2020,P030,Heart Health Supplement,Supplement,2,35,70,C1473,38,Female,Boston,Mobile Payment,5%
T2817,24-01-2020,P044,Joint Health Tablets,Supplement,2,32,64,C2817,21,Female,New York,Mobile Payment,0%
T4034,24-01-2020,P038,Liver Health Supplement,Supplement,1,20,20,C4034,35,Male,New York,Cash,5%
T0585,24-01-2020,P027,All-Purpose Ointment,Medicine,3,6,18,C0585,18,Female,Miami,Mobile Payment,0%
T0859,24-01-2020,P012,Organic Face Wash,Skincare,4,10,40,C0859,47,Female,Houston,Mobile Payment,10%
T4969,25-01-2020,P041,Digestive Enzymes,Supplement,2,18,36,C4969,37,Male,Denver,Credit Card,0%
T4320,26-01-2020,P044,Joint Health Tablets,Supplement,5,32,160,C4320,27,Male,Seattle,Debit Card,5%
T4086,26-01-2020,P016,Energy Drink,Beverage,5,5,25,C4086,50,Male,Boston,Mobile Payment,0%
T0365,27-01-2020,P008,Fish Oil Capsules,Supplement,1,18,18,C0365,62,Female,New York,Credit Card,0%
T0755,27-01-2020,P009,Antibacterial Handwash,Hygiene,4,5,20,C0755,32,Female,Boston,Debit Card,0%
T0926,27-01-2020,P015,Protein Powder,Nutrition,1,25,25,C0926,18,Male,Boston,Credit Card,10%
T3966,27-01-2020,P024,Collagen Powder,Supplement,2,30,60,C3966,46,Female,Boston,Credit Card,0%
T2213,28-01-2020,P015,Protein Powder,Nutrition,3,25,75,C2213,55,Female,Boston,Mobile Payment,5%
T4672,28-01-2020,P025,Eye Drops,Medicine,4,12,48,C4672,40,Male,New York,Debit Card,0%
T2080,28-01-2020,P037,Natural Deodorant,Hygiene,2,9,18,C2080,25,Male,Miami,Cash,10%
T0393,29-01-2020,P020,Elderberry Syrup,Medicine,2,22,44,C0393,25,Female,New York,Mobile Payment,0%
T3454,29-01-2020,P012,Organic Face Wash,Skincare,2,10,20,C3454,21,Female,Seattle,Mobile Payment,10%
T4285,30-01-2020,P044,Joint Health Tablets,Supplement,5,32,160,C4285,47,Male,Miami,Debit Card,15%
T3169,01-02-2020,P043,Pain Relief Patch,Medicine,4,7,28,C3169,29,Male,Chicago,Debit Card,15%
T3791,01-02-2020,P021,Hand Sanitizer,Hygiene,5,3,15,C3791,50,Male,Seattle,Credit Card,10%
T3086,01-02-2020,P008,Fish Oil Capsules,Supplement,4,18,72,C3086,60,Female,Miami,Debit Card,15%
T2878,01-02-2020,P009,Antibacterial Handwash,Hygiene,3,5,15,C2878,22,Male,Boston,Cash,15%
T4261,01-02-2020,P032,Caffeine Pills,Supplement,2,5,10,C4261,58,Male,New York,Credit Card,0%
T4979,02-02-2020,P011,Herbal Shampoo,Haircare,1,12,12,C4979,30,Female,Denver,Debit Card,5%
T3031,02-02-2020,P040,Hair Conditioner,Haircare,1,13,13,C3031,30,Male,Houston,Mobile Payment,10%
T1653,02-02-2020,P025,Eye Drops,Medicine,2,12,24,C1653,40,Male,Boston,Mobile Payment,5%
T3631,03-02-2020,P034,Hair Growth Serum,Haircare,4,28,112,C3631,55,Female,Houston,Cash,0%
T3983,04-02-2020,P040,Hair Conditioner,Haircare,3,13,39,C3983,64,Female,Chicago,Cash,0%
T3571,05-02-2020,P020,Elderberry Syrup,Medicine,4,22,88,C3571,19,Female,Seattle,Cash,10%
T3887,05-02-2020,P026,Muscle Relaxant Cream,Medicine,5,25,125,C3887,26,Male,Boston,Cash,0%
T1615,05-02-2020,P038,Liver Health Supplement,Supplement,2,20,40,C1615,54,Female,Boston,Credit Card,0%
T0575,05-02-2020,P006,Cough Drops,Medicine,4,2.5,10,C0575,37,Male,San Francisco,Mobile Payment,5%
T1326,06-02-2020,P033,Foot Cream,Skincare,2,15,30,C1326,60,Female,Houston,Credit Card,0%
T1761,08-02-2020,P018,Moisturizing Lotion,Skincare,5,18,90,C1761,64,Male,Boston,Credit Card,0%
T1992,08-02-2020,P001,Pain Relief Capsule,Medicine,5,10,50,C1992,30,Female,Denver,Cash,5%
T1476,08-02-2020,P044,Joint Health Tablets,Supplement,2,32,64,C1476,41,Female,Boston,Cash,5%
T1732,08-02-2020,P035,Anti-Wrinkle Cream,Skincare,4,45,180,C1732,34,Female,Seattle,Mobile Payment,0%
T4374,09-02-2020,P026,Muscle Relaxant Cream,Medicine,3,25,75,C4374,22,Female,Chicago,Cash,10%
T2310,09-02-2020,P046,Sunblock Cream,Skincare,1,20,20,C2310,22,Female,Chicago,Debit Card,10%
T1685,09-02-2020,P045,Vitamin C Serum,Skincare,4,25,100,C1685,55,Female,Houston,Credit Card,10%
T3727,09-02-2020,P039,Nasal Spray,Medicine,5,8,40,C3727,56,Male,Los Angeles,Mobile Payment,10%
T4198,09-02-2020,P035,Anti-Wrinkle Cream,Skincare,1,45,45,C4198,57,Male,Miami,Mobile Payment,10%
T1146,10-02-2020,P037,Natural Deodorant,Hygiene,4,9,36,C1146,47,Male,Miami,Credit Card,10%
T3257,10-02-2020,P014,Calcium Tablets,Supplement,3,15,45,C3257,43,Female,Chicago,Credit Card,5%
T0446,10-02-2020,P005,Vitamin D3 Supplement,Supplement,5,12,60,C0446,61,Male,Miami,Cash,0%
T2487,10-02-2020,P003,Cold Syrup,Medicine,2,8,16,C2487,49,Female,Seattle,Cash,15%
T0270,10-02-2020,P031,Hydration Powder,Nutrition,3,7,21,C0270,55,Female,Houston,Cash,15%
T1229,10-02-2020,P023,Acne Treatment Gel,Skincare,1,16,16,C1229,52,Female,San Francisco,Debit Card,0%
T3924,10-02-2020,P033,Foot Cream,Skincare,5,15,75,C3924,32,Female,Houston,Cash,0%
T4179,11-02-2020,P030,Heart Health Supplement,Supplement,5,35,175,C4179,29,Female,Seattle,Credit Card,10%
T4241,11-02-2020,P023,Acne Treatment Gel,Skincare,1,16,16,C4241,40,Female,Boston,Mobile Payment,10%
T0417,11-02-2020,P020,Elderberry Syrup,Medicine,4,22,88,C0417,30,Female,Miami,Cash,0%
T0595,11-02-2020,P012,Organic Face Wash,Skincare,1,10,10,C0595,40,Female,Miami,Cash,5%
